Using device: cuda
Initialized new model
============================================================
MODEL PARAMETER COUNT
============================================================
Encoder parameters:    12,232,320
Decoder parameters:    970,016
Total parameters:      13,202,336
============================================================
Training from step 0 to 1000000
Step 0 (0.0%): Train Loss = 1.488727, Val Loss = 1.173882, Gnorm = 5.076918, Samples = 256, LR = 2.00e-04, Steps/sec = 0.00, Samples/sec = 0.0
Step 149500 (15.0%): Train Loss = 0.037319, Val Loss = 0.038128, Gnorm = 0.117158, Samples = 38272256, LR = 1.89e-04, Steps/sec = 1.03, Samples/sec = 264.8
Step 150000 (15.0%): Train Loss = 0.035182, Val Loss = 0.036183, Gnorm = 0.051411, Samples = 38400256, LR = 1.89e-04, Steps/sec = 1.01, Samples/sec = 258.7
Step 150500 (15.1%): Train Loss = 0.036023, Val Loss = 0.034871, Gnorm = 0.109028, Samples = 38528256, LR = 1.89e-04, Steps/sec = 1.04, Samples/sec = 265.7
Step 151000 (15.1%): Train Loss = 0.038925, Val Loss = 0.037039, Gnorm = 0.153622, Samples = 38656256, LR = 1.89e-04, Steps/sec = 1.01, Samples/sec = 259.4
Step 151500 (15.2%): Train Loss = 0.039768, Val Loss = 0.035980, Gnorm = 0.080887, Samples = 38784256, LR = 1.89e-04, Steps/sec = 1.04, Samples/sec = 266.0
Step 152000 (15.2%): Train Loss = 0.037349, Val Loss = 0.038742, Gnorm = 0.114131, Samples = 38912256, LR = 1.89e-04, Steps/sec = 1.02, Samples/sec = 259.9
Step 152500 (15.3%): Train Loss = 0.037515, Val Loss = 0.036555, Gnorm = 0.119565, Samples = 39040256, LR = 1.89e-04, Steps/sec = 1.04, Samples/sec = 265.3
Step 153000 (15.3%): Train Loss = 0.035651, Val Loss = 0.037844, Gnorm = 0.108437, Samples = 39168256, LR = 1.89e-04, Steps/sec = 1.04, Samples/sec = 265.5
Step 153500 (15.4%): Train Loss = 0.035729, Val Loss = 0.037609, Gnorm = 0.086475, Samples = 39296256, LR = 1.89e-04, Steps/sec = 1.01, Samples/sec = 258.5
Step 154000 (15.4%): Train Loss = 0.038485, Val Loss = 0.038049, Gnorm = 0.088602, Samples = 39424256, LR = 1.89e-04, Steps/sec = 1.04, Samples/sec = 266.1
Step 154500 (15.5%): Train Loss = 0.035229, Val Loss = 0.037513, Gnorm = 0.204054, Samples = 39552256, LR = 1.88e-04, Steps/sec = 1.02, Samples/sec = 260.7
Step 155000 (15.5%): Train Loss = 0.036100, Val Loss = 0.035705, Gnorm = 0.148152, Samples = 39680256, LR = 1.88e-04, Steps/sec = 1.04, Samples/sec = 267.2
Step 155500 (15.6%): Train Loss = 0.037816, Val Loss = 0.032569, Gnorm = 0.112497, Samples = 39808256, LR = 1.88e-04, Steps/sec = 1.01, Samples/sec = 259.4
Step 156000 (15.6%): Train Loss = 0.035786, Val Loss = 0.036840, Gnorm = 0.079566, Samples = 39936256, LR = 1.88e-04, Steps/sec = 1.04, Samples/sec = 267.5
Step 156500 (15.7%): Train Loss = 0.034416, Val Loss = 0.039544, Gnorm = 0.097619, Samples = 40064256, LR = 1.88e-04, Steps/sec = 1.04, Samples/sec = 266.6
Step 157000 (15.7%): Train Loss = 0.039067, Val Loss = 0.035696, Gnorm = 0.104741, Samples = 40192256, LR = 1.88e-04, Steps/sec = 1.01, Samples/sec = 259.0
Step 157500 (15.8%): Train Loss = 0.038019, Val Loss = 0.034909, Gnorm = 0.125034, Samples = 40320256, LR = 1.88e-04, Steps/sec = 1.04, Samples/sec = 266.8
Step 158000 (15.8%): Train Loss = 0.038075, Val Loss = 0.035842, Gnorm = 0.145676, Samples = 40448256, LR = 1.88e-04, Steps/sec = 1.01, Samples/sec = 259.3
Step 158500 (15.9%): Train Loss = 0.037633, Val Loss = 0.033955, Gnorm = 0.086267, Samples = 40576256, LR = 1.88e-04, Steps/sec = 1.04, Samples/sec = 266.1
Step 159000 (15.9%): Train Loss = 0.037148, Val Loss = 0.033064, Gnorm = 0.172868, Samples = 40704256, LR = 1.88e-04, Steps/sec = 1.04, Samples/sec = 265.4
Step 159500 (16.0%): Train Loss = 0.038206, Val Loss = 0.032079, Gnorm = 0.152200, Samples = 40832256, LR = 1.88e-04, Steps/sec = 1.01, Samples/sec = 259.8
Step 160000 (16.0%): Train Loss = 0.038692, Val Loss = 0.035519, Gnorm = 0.197888, Samples = 40960256, LR = 1.88e-04, Steps/sec = 1.04, Samples/sec = 265.3
Step 160500 (16.1%): Train Loss = 0.037678, Val Loss = 0.034740, Gnorm = 0.300717, Samples = 41088256, LR = 1.88e-04, Steps/sec = 1.01, Samples/sec = 259.4
Step 161000 (16.1%): Train Loss = 0.036662, Val Loss = 0.032782, Gnorm = 0.166760, Samples = 41216256, LR = 1.87e-04, Steps/sec = 1.04, Samples/sec = 265.2
Step 161500 (16.2%): Train Loss = 0.038457, Val Loss = 0.035050, Gnorm = 0.130019, Samples = 41344256, LR = 1.87e-04, Steps/sec = 1.01, Samples/sec = 259.0
Step 162000 (16.2%): Train Loss = 0.039957, Val Loss = 0.036013, Gnorm = 0.152069, Samples = 41472256, LR = 1.87e-04, Steps/sec = 1.04, Samples/sec = 266.1
Step 162500 (16.3%): Train Loss = 0.037795, Val Loss = 0.031733, Gnorm = 0.150979, Samples = 41600256, LR = 1.87e-04, Steps/sec = 1.04, Samples/sec = 265.8
Step 163000 (16.3%): Train Loss = 0.033883, Val Loss = 0.034753, Gnorm = 0.056245, Samples = 41728256, LR = 1.87e-04, Steps/sec = 1.01, Samples/sec = 258.6
Step 163500 (16.4%): Train Loss = 0.037695, Val Loss = 0.031438, Gnorm = 0.057956, Samples = 41856256, LR = 1.87e-04, Steps/sec = 1.04, Samples/sec = 265.4
Step 164000 (16.4%): Train Loss = 0.034984, Val Loss = 0.032471, Gnorm = 0.099844, Samples = 41984256, LR = 1.87e-04, Steps/sec = 1.02, Samples/sec = 259.9
Step 164500 (16.5%): Train Loss = 0.037952, Val Loss = 0.031916, Gnorm = 0.109936, Samples = 42112256, LR = 1.87e-04, Steps/sec = 1.04, Samples/sec = 266.0
Step 165000 (16.5%): Train Loss = 0.034714, Val Loss = 0.033641, Gnorm = 0.134539, Samples = 42240256, LR = 1.87e-04, Steps/sec = 1.01, Samples/sec = 259.3
Step 165500 (16.6%): Train Loss = 0.035992, Val Loss = 0.031743, Gnorm = 0.124663, Samples = 42368256, LR = 1.87e-04, Steps/sec = 1.04, Samples/sec = 266.5
Step 166000 (16.6%): Train Loss = 0.035092, Val Loss = 0.032865, Gnorm = 0.091388, Samples = 42496256, LR = 1.87e-04, Steps/sec = 1.04, Samples/sec = 265.6
Step 166500 (16.7%): Train Loss = 0.036939, Val Loss = 0.034147, Gnorm = 0.081161, Samples = 42624256, LR = 1.87e-04, Steps/sec = 1.01, Samples/sec = 259.5
Step 167000 (16.7%): Train Loss = 0.038960, Val Loss = 0.033933, Gnorm = 0.131004, Samples = 42752256, LR = 1.87e-04, Steps/sec = 1.04, Samples/sec = 265.7
Step 167500 (16.8%): Train Loss = 0.037226, Val Loss = 0.034899, Gnorm = 0.219171, Samples = 42880256, LR = 1.86e-04, Steps/sec = 1.01, Samples/sec = 259.0
Step 168000 (16.8%): Train Loss = 0.038317, Val Loss = 0.034351, Gnorm = 0.070508, Samples = 43008256, LR = 1.86e-04, Steps/sec = 1.04, Samples/sec = 265.8
Step 168500 (16.9%): Train Loss = 0.037921, Val Loss = 0.034363, Gnorm = 0.059618, Samples = 43136256, LR = 1.86e-04, Steps/sec = 1.01, Samples/sec = 258.2
Step 169000 (16.9%): Train Loss = 0.033916, Val Loss = 0.037298, Gnorm = 0.113167, Samples = 43264256, LR = 1.86e-04, Steps/sec = 1.04, Samples/sec = 265.6
Step 169500 (17.0%): Train Loss = 0.035242, Val Loss = 0.034655, Gnorm = 0.130696, Samples = 43392256, LR = 1.86e-04, Steps/sec = 1.04, Samples/sec = 265.7
Step 170000 (17.0%): Train Loss = 0.037054, Val Loss = 0.035268, Gnorm = 0.158284, Samples = 43520256, LR = 1.86e-04, Steps/sec = 1.01, Samples/sec = 258.9
Step 170500 (17.1%): Train Loss = 0.036100, Val Loss = 0.034290, Gnorm = 0.079509, Samples = 43648256, LR = 1.86e-04, Steps/sec = 1.04, Samples/sec = 265.2
Step 171000 (17.1%): Train Loss = 0.038810, Val Loss = 0.036317, Gnorm = 0.187629, Samples = 43776256, LR = 1.86e-04, Steps/sec = 1.01, Samples/sec = 258.9
Step 171500 (17.2%): Train Loss = 0.035242, Val Loss = 0.031394, Gnorm = 0.208776, Samples = 43904256, LR = 1.86e-04, Steps/sec = 1.04, Samples/sec = 266.4
Step 172000 (17.2%): Train Loss = 0.036074, Val Loss = 0.031005, Gnorm = 0.095823, Samples = 44032256, LR = 1.86e-04, Steps/sec = 1.01, Samples/sec = 258.4
Step 172500 (17.3%): Train Loss = 0.035332, Val Loss = 0.033687, Gnorm = 0.108435, Samples = 44160256, LR = 1.86e-04, Steps/sec = 1.03, Samples/sec = 264.9
Step 173000 (17.3%): Train Loss = 0.036627, Val Loss = 0.031538, Gnorm = 0.166190, Samples = 44288256, LR = 1.86e-04, Steps/sec = 1.04, Samples/sec = 265.6
Step 173500 (17.4%): Train Loss = 0.037020, Val Loss = 0.034786, Gnorm = 0.110744, Samples = 44416256, LR = 1.86e-04, Steps/sec = 1.01, Samples/sec = 259.6
Step 174000 (17.4%): Train Loss = 0.040687, Val Loss = 0.036216, Gnorm = 0.173485, Samples = 44544256, LR = 1.85e-04, Steps/sec = 1.03, Samples/sec = 264.9
Step 174500 (17.5%): Train Loss = 0.035291, Val Loss = 0.040084, Gnorm = 0.059766, Samples = 44672256, LR = 1.85e-04, Steps/sec = 1.01, Samples/sec = 259.7
Step 175000 (17.5%): Train Loss = 0.037041, Val Loss = 0.034533, Gnorm = 0.107358, Samples = 44800256, LR = 1.85e-04, Steps/sec = 1.04, Samples/sec = 266.2
Step 175500 (17.6%): Train Loss = 0.037621, Val Loss = 0.037761, Gnorm = 0.125227, Samples = 44928256, LR = 1.85e-04, Steps/sec = 0.97, Samples/sec = 247.7
Step 176000 (17.6%): Train Loss = 0.039502, Val Loss = 0.036257, Gnorm = 0.138738, Samples = 45056256, LR = 1.85e-04, Steps/sec = 1.05, Samples/sec = 268.3
Step 176500 (17.7%): Train Loss = 0.038891, Val Loss = 0.038257, Gnorm = 0.128803, Samples = 45184256, LR = 1.85e-04, Steps/sec = 1.04, Samples/sec = 265.3
Step 177000 (17.7%): Train Loss = 0.034508, Val Loss = 0.036387, Gnorm = 0.165328, Samples = 45312256, LR = 1.85e-04, Steps/sec = 1.01, Samples/sec = 258.7
Step 177500 (17.8%): Train Loss = 0.036434, Val Loss = 0.035054, Gnorm = 0.137297, Samples = 45440256, LR = 1.85e-04, Steps/sec = 1.04, Samples/sec = 265.2
Step 178000 (17.8%): Train Loss = 0.038249, Val Loss = 0.037248, Gnorm = 0.162468, Samples = 45568256, LR = 1.85e-04, Steps/sec = 1.01, Samples/sec = 258.5
Step 178500 (17.9%): Train Loss = 0.037745, Val Loss = 0.036722, Gnorm = 0.208305, Samples = 45696256, LR = 1.85e-04, Steps/sec = 1.04, Samples/sec = 266.8
Step 179000 (17.9%): Train Loss = 0.037422, Val Loss = 0.033859, Gnorm = 0.142363, Samples = 45824256, LR = 1.85e-04, Steps/sec = 1.04, Samples/sec = 265.0
Step 179500 (18.0%): Train Loss = 0.033747, Val Loss = 0.030836, Gnorm = 0.180049, Samples = 45952256, LR = 1.85e-04, Steps/sec = 1.01, Samples/sec = 259.1
Step 180000 (18.0%): Train Loss = 0.035346, Val Loss = 0.034681, Gnorm = 0.073715, Samples = 46080256, LR = 1.84e-04, Steps/sec = 1.04, Samples/sec = 265.6
Step 180500 (18.1%): Train Loss = 0.037538, Val Loss = 0.036889, Gnorm = 0.178588, Samples = 46208256, LR = 1.84e-04, Steps/sec = 1.02, Samples/sec = 260.0
Step 181000 (18.1%): Train Loss = 0.036537, Val Loss = 0.036457, Gnorm = 0.091283, Samples = 46336256, LR = 1.84e-04, Steps/sec = 1.04, Samples/sec = 266.6
Step 181500 (18.2%): Train Loss = 0.036638, Val Loss = 0.036839, Gnorm = 0.102123, Samples = 46464256, LR = 1.84e-04, Steps/sec = 1.01, Samples/sec = 258.4
Step 182000 (18.2%): Train Loss = 0.031341, Val Loss = 0.035786, Gnorm = 0.217967, Samples = 46592256, LR = 1.84e-04, Steps/sec = 1.04, Samples/sec = 266.0
Step 182500 (18.3%): Train Loss = 0.035503, Val Loss = 0.033385, Gnorm = 0.165567, Samples = 46720256, LR = 1.84e-04, Steps/sec = 1.04, Samples/sec = 265.3
Step 183000 (18.3%): Train Loss = 0.033693, Val Loss = 0.035989, Gnorm = 0.211562, Samples = 46848256, LR = 1.84e-04, Steps/sec = 1.01, Samples/sec = 259.0
Step 183500 (18.4%): Train Loss = 0.094286, Val Loss = 0.073404, Gnorm = 1.909809, Samples = 46976256, LR = 1.84e-04, Steps/sec = 1.04, Samples/sec = 266.2
Step 184000 (18.4%): Train Loss = 0.035969, Val Loss = 0.034226, Gnorm = 0.143913, Samples = 47104256, LR = 1.84e-04, Steps/sec = 1.02, Samples/sec = 260.4
Step 184500 (18.5%): Train Loss = 0.038577, Val Loss = 0.033314, Gnorm = 0.071784, Samples = 47232256, LR = 1.84e-04, Steps/sec = 1.04, Samples/sec = 267.1
Step 185000 (18.5%): Train Loss = 0.036136, Val Loss = 0.034801, Gnorm = 0.101654, Samples = 47360256, LR = 1.84e-04, Steps/sec = 1.02, Samples/sec = 260.3
Step 185500 (18.6%): Train Loss = 0.037331, Val Loss = 0.033826, Gnorm = 0.162280, Samples = 47488256, LR = 1.83e-04, Steps/sec = 1.04, Samples/sec = 266.7
Step 186000 (18.6%): Train Loss = 0.035725, Val Loss = 0.035831, Gnorm = 0.088616, Samples = 47616256, LR = 1.83e-04, Steps/sec = 1.04, Samples/sec = 265.4
Step 186500 (18.7%): Train Loss = 0.037535, Val Loss = 0.033862, Gnorm = 0.187897, Samples = 47744256, LR = 1.83e-04, Steps/sec = 1.01, Samples/sec = 259.8
Step 187000 (18.7%): Train Loss = 0.036286, Val Loss = 0.037650, Gnorm = 0.091045, Samples = 47872256, LR = 1.83e-04, Steps/sec = 1.04, Samples/sec = 265.1
Step 187500 (18.8%): Train Loss = 0.035705, Val Loss = 0.036643, Gnorm = 0.150686, Samples = 48000256, LR = 1.83e-04, Steps/sec = 1.02, Samples/sec = 260.3
Step 188000 (18.8%): Train Loss = 0.033954, Val Loss = 0.031343, Gnorm = 0.094870, Samples = 48128256, LR = 1.83e-04, Steps/sec = 1.04, Samples/sec = 265.8
Step 188500 (18.9%): Train Loss = 0.035583, Val Loss = 0.035506, Gnorm = 0.281346, Samples = 48256256, LR = 1.83e-04, Steps/sec = 1.01, Samples/sec = 258.3
Step 189000 (18.9%): Train Loss = 0.035074, Val Loss = 0.035595, Gnorm = 0.082024, Samples = 48384256, LR = 1.83e-04, Steps/sec = 1.04, Samples/sec = 266.1
Step 189500 (19.0%): Train Loss = 0.036972, Val Loss = 0.031758, Gnorm = 0.089793, Samples = 48512256, LR = 1.83e-04, Steps/sec = 1.04, Samples/sec = 265.7
Step 190000 (19.0%): Train Loss = 0.034535, Val Loss = 0.033692, Gnorm = 0.180384, Samples = 48640256, LR = 1.83e-04, Steps/sec = 1.01, Samples/sec = 259.0
Step 190500 (19.1%): Train Loss = 0.036258, Val Loss = 0.031025, Gnorm = 0.137637, Samples = 48768256, LR = 1.83e-04, Steps/sec = 1.04, Samples/sec = 266.3
Step 191000 (19.1%): Train Loss = 0.036919, Val Loss = 0.038781, Gnorm = 0.121772, Samples = 48896256, LR = 1.83e-04, Steps/sec = 1.01, Samples/sec = 259.3
Step 191500 (19.2%): Train Loss = 0.035737, Val Loss = 0.037700, Gnorm = 0.261659, Samples = 49024256, LR = 1.82e-04, Steps/sec = 1.04, Samples/sec = 265.4
Step 192000 (19.2%): Train Loss = 0.034007, Val Loss = 0.034943, Gnorm = 0.215391, Samples = 49152256, LR = 1.82e-04, Steps/sec = 1.01, Samples/sec = 258.2
Step 192500 (19.3%): Train Loss = 0.037267, Val Loss = 0.035500, Gnorm = 0.121800, Samples = 49280256, LR = 1.82e-04, Steps/sec = 1.04, Samples/sec = 265.9
Step 193000 (19.3%): Train Loss = 0.034209, Val Loss = 0.035478, Gnorm = 0.118537, Samples = 49408256, LR = 1.82e-04, Steps/sec = 1.04, Samples/sec = 265.6
Step 193500 (19.4%): Train Loss = 0.037648, Val Loss = 0.038234, Gnorm = 0.074797, Samples = 49536256, LR = 1.82e-04, Steps/sec = 1.01, Samples/sec = 259.8
Step 194000 (19.4%): Train Loss = 0.037901, Val Loss = 0.035150, Gnorm = 0.139535, Samples = 49664256, LR = 1.82e-04, Steps/sec = 1.04, Samples/sec = 266.3
Step 194500 (19.5%): Train Loss = 0.033685, Val Loss = 0.034266, Gnorm = 0.073747, Samples = 49792256, LR = 1.82e-04, Steps/sec = 1.01, Samples/sec = 258.2
Step 195000 (19.5%): Train Loss = 0.035604, Val Loss = 0.034142, Gnorm = 0.107006, Samples = 49920256, LR = 1.82e-04, Steps/sec = 1.04, Samples/sec = 266.6
Step 195500 (19.6%): Train Loss = 0.035850, Val Loss = 0.034063, Gnorm = 0.112271, Samples = 50048256, LR = 1.82e-04, Steps/sec = 1.04, Samples/sec = 265.6
Step 196000 (19.6%): Train Loss = 0.036188, Val Loss = 0.034430, Gnorm = 0.221531, Samples = 50176256, LR = 1.82e-04, Steps/sec = 1.01, Samples/sec = 259.4
Step 196500 (19.7%): Train Loss = 0.036384, Val Loss = 0.035913, Gnorm = 0.129678, Samples = 50304256, LR = 1.82e-04, Steps/sec = 1.04, Samples/sec = 266.1
Step 197000 (19.7%): Train Loss = 0.034673, Val Loss = 0.038622, Gnorm = 0.148739, Samples = 50432256, LR = 1.81e-04, Steps/sec = 1.01, Samples/sec = 259.1
Step 197500 (19.8%): Train Loss = 0.033779, Val Loss = 0.035205, Gnorm = 0.206359, Samples = 50560256, LR = 1.81e-04, Steps/sec = 1.04, Samples/sec = 265.4
Step 198000 (19.8%): Train Loss = 0.037473, Val Loss = 0.033328, Gnorm = 0.224638, Samples = 50688256, LR = 1.81e-04, Steps/sec = 1.01, Samples/sec = 258.4
Step 198500 (19.9%): Train Loss = 0.038250, Val Loss = 0.036424, Gnorm = 0.129506, Samples = 50816256, LR = 1.81e-04, Steps/sec = 1.04, Samples/sec = 266.6
Step 199000 (19.9%): Train Loss = 0.035735, Val Loss = 0.036764, Gnorm = 0.233124, Samples = 50944256, LR = 1.81e-04, Steps/sec = 1.04, Samples/sec = 265.8
Step 199500 (20.0%): Train Loss = 0.038187, Val Loss = 0.036942, Gnorm = 0.162207, Samples = 51072256, LR = 1.81e-04, Steps/sec = 1.01, Samples/sec = 259.1
Step 200000 (20.0%): Train Loss = 0.035420, Val Loss = 0.035212, Gnorm = 0.199327, Samples = 51200256, LR = 1.81e-04, Steps/sec = 1.04, Samples/sec = 266.4
Step 200500 (20.1%): Train Loss = 0.035354, Val Loss = 0.034063, Gnorm = 0.332407, Samples = 51328256, LR = 1.81e-04, Steps/sec = 1.01, Samples/sec = 259.6
Step 201000 (20.1%): Train Loss = 0.036553, Val Loss = 0.037958, Gnorm = 0.153221, Samples = 51456256, LR = 1.81e-04, Steps/sec = 1.04, Samples/sec = 265.8
Step 201500 (20.2%): Train Loss = 0.035255, Val Loss = 0.033338, Gnorm = 0.250747, Samples = 51584256, LR = 1.81e-04, Steps/sec = 1.01, Samples/sec = 259.1
Step 202000 (20.2%): Train Loss = 0.035396, Val Loss = 0.033237, Gnorm = 0.207723, Samples = 51712256, LR = 1.81e-04, Steps/sec = 1.04, Samples/sec = 266.6
Step 202500 (20.3%): Train Loss = 0.032708, Val Loss = 0.033991, Gnorm = 0.061096, Samples = 51840256, LR = 1.80e-04, Steps/sec = 1.04, Samples/sec = 266.5
Step 203000 (20.3%): Train Loss = 0.033867, Val Loss = 0.033279, Gnorm = 0.169982, Samples = 51968256, LR = 1.80e-04, Steps/sec = 1.01, Samples/sec = 259.3
Step 203500 (20.4%): Train Loss = 0.038346, Val Loss = 0.033236, Gnorm = 0.120672, Samples = 52096256, LR = 1.80e-04, Steps/sec = 1.04, Samples/sec = 266.2
Step 204000 (20.4%): Train Loss = 0.033583, Val Loss = 0.034141, Gnorm = 0.140603, Samples = 52224256, LR = 1.80e-04, Steps/sec = 1.01, Samples/sec = 258.6
Step 204500 (20.5%): Train Loss = 0.104404, Val Loss = 0.071547, Gnorm = 3.241402, Samples = 52352256, LR = 1.80e-04, Steps/sec = 1.04, Samples/sec = 267.1
Step 205000 (20.5%): Train Loss = 0.041526, Val Loss = 0.037920, Gnorm = 0.153720, Samples = 52480256, LR = 1.80e-04, Steps/sec = 1.01, Samples/sec = 259.8
Step 205500 (20.6%): Train Loss = 0.034697, Val Loss = 0.033977, Gnorm = 0.132202, Samples = 52608256, LR = 1.80e-04, Steps/sec = 1.04, Samples/sec = 267.2
Step 206000 (20.6%): Train Loss = 0.037192, Val Loss = 0.030997, Gnorm = 0.122977, Samples = 52736256, LR = 1.80e-04, Steps/sec = 1.04, Samples/sec = 267.3
Step 206500 (20.7%): Train Loss = 0.034381, Val Loss = 0.034891, Gnorm = 0.198450, Samples = 52864256, LR = 1.80e-04, Steps/sec = 1.01, Samples/sec = 259.7
Step 207000 (20.7%): Train Loss = 0.034451, Val Loss = 0.031937, Gnorm = 0.111754, Samples = 52992256, LR = 1.80e-04, Steps/sec = 1.04, Samples/sec = 266.7
Step 207500 (20.8%): Train Loss = 0.034450, Val Loss = 0.030258, Gnorm = 0.145979, Samples = 53120256, LR = 1.79e-04, Steps/sec = 1.01, Samples/sec = 259.7
Step 208000 (20.8%): Train Loss = 0.035017, Val Loss = 0.035554, Gnorm = 0.160970, Samples = 53248256, LR = 1.79e-04, Steps/sec = 1.04, Samples/sec = 266.7
Step 208500 (20.9%): Train Loss = 0.037466, Val Loss = 0.035726, Gnorm = 0.148769, Samples = 53376256, LR = 1.79e-04, Steps/sec = 1.01, Samples/sec = 259.3
Step 209000 (20.9%): Train Loss = 0.031708, Val Loss = 0.032620, Gnorm = 0.122879, Samples = 53504256, LR = 1.79e-04, Steps/sec = 1.04, Samples/sec = 266.6
Step 209500 (21.0%): Train Loss = 0.034863, Val Loss = 0.034049, Gnorm = 0.147932, Samples = 53632256, LR = 1.79e-04, Steps/sec = 1.04, Samples/sec = 266.5
Step 210000 (21.0%): Train Loss = 0.033287, Val Loss = 0.033207, Gnorm = 0.087206, Samples = 53760256, LR = 1.79e-04, Steps/sec = 1.02, Samples/sec = 259.9
Step 210500 (21.1%): Train Loss = 0.032586, Val Loss = 0.034235, Gnorm = 0.072389, Samples = 53888256, LR = 1.79e-04, Steps/sec = 1.04, Samples/sec = 266.3
Step 211000 (21.1%): Train Loss = 0.034735, Val Loss = 0.031609, Gnorm = 0.247652, Samples = 54016256, LR = 1.79e-04, Steps/sec = 1.01, Samples/sec = 259.2
Step 211500 (21.2%): Train Loss = 0.033975, Val Loss = 0.033452, Gnorm = 0.180506, Samples = 54144256, LR = 1.79e-04, Steps/sec = 1.04, Samples/sec = 265.9
Step 212000 (21.2%): Train Loss = 0.035674, Val Loss = 0.036776, Gnorm = 0.082445, Samples = 54272256, LR = 1.79e-04, Steps/sec = 1.04, Samples/sec = 266.7
Step 212500 (21.3%): Train Loss = 0.035546, Val Loss = 0.039190, Gnorm = 0.159106, Samples = 54400256, LR = 1.79e-04, Steps/sec = 1.02, Samples/sec = 260.2
