Using device: cuda
Initialized new model
============================================================
MODEL PARAMETER COUNT
============================================================
Encoder parameters:    12,232,320
Decoder parameters:    970,016
Total parameters:      13,202,336
============================================================
Training from step 0 to 1000000
Step 0 (0.0%): Train Loss = 1.846472, Val Loss = 1.295519, Gnorm = 6.976364, Samples = 256, LR = 2.00e-04, Steps/sec = 0.00, Samples/sec = 0.0
Step 149500 (15.0%): Train Loss = 0.301225, Val Loss = 0.289429, Gnorm = 0.302722, Samples = 38272256, LR = 1.89e-04, Steps/sec = 1.12, Samples/sec = 287.6
Step 150000 (15.0%): Train Loss = 0.311567, Val Loss = 0.296148, Gnorm = 0.328223, Samples = 38400256, LR = 1.89e-04, Steps/sec = 1.09, Samples/sec = 278.5
Step 150500 (15.1%): Train Loss = 0.300657, Val Loss = 0.288773, Gnorm = 0.280213, Samples = 38528256, LR = 1.89e-04, Steps/sec = 1.12, Samples/sec = 286.9
Step 151000 (15.1%): Train Loss = 0.287458, Val Loss = 0.314795, Gnorm = 0.221627, Samples = 38656256, LR = 1.89e-04, Steps/sec = 1.09, Samples/sec = 279.2
Step 151500 (15.2%): Train Loss = 0.297970, Val Loss = 0.311040, Gnorm = 0.174997, Samples = 38784256, LR = 1.89e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 152000 (15.2%): Train Loss = 0.301665, Val Loss = 0.285754, Gnorm = 0.304274, Samples = 38912256, LR = 1.89e-04, Steps/sec = 1.09, Samples/sec = 279.3
Step 152500 (15.3%): Train Loss = 0.285671, Val Loss = 0.279594, Gnorm = 0.250810, Samples = 39040256, LR = 1.89e-04, Steps/sec = 1.12, Samples/sec = 286.9
Step 153000 (15.3%): Train Loss = 0.292898, Val Loss = 0.271837, Gnorm = 0.246072, Samples = 39168256, LR = 1.89e-04, Steps/sec = 1.12, Samples/sec = 287.1
Step 153500 (15.4%): Train Loss = 0.308520, Val Loss = 0.291734, Gnorm = 0.361307, Samples = 39296256, LR = 1.89e-04, Steps/sec = 1.09, Samples/sec = 278.9
Step 154000 (15.4%): Train Loss = 0.300668, Val Loss = 0.267802, Gnorm = 0.340545, Samples = 39424256, LR = 1.89e-04, Steps/sec = 1.12, Samples/sec = 286.6
Step 154500 (15.5%): Train Loss = 0.309869, Val Loss = 0.280457, Gnorm = 0.221771, Samples = 39552256, LR = 1.88e-04, Steps/sec = 1.09, Samples/sec = 278.9
Step 155000 (15.5%): Train Loss = 0.291590, Val Loss = 0.257177, Gnorm = 0.247949, Samples = 39680256, LR = 1.88e-04, Steps/sec = 1.12, Samples/sec = 287.0
Step 155500 (15.6%): Train Loss = 0.307349, Val Loss = 0.303233, Gnorm = 0.338278, Samples = 39808256, LR = 1.88e-04, Steps/sec = 1.09, Samples/sec = 279.9
Step 156000 (15.6%): Train Loss = 0.280253, Val Loss = 0.317262, Gnorm = 0.240807, Samples = 39936256, LR = 1.88e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 156500 (15.7%): Train Loss = 0.298522, Val Loss = 0.281929, Gnorm = 0.186217, Samples = 40064256, LR = 1.88e-04, Steps/sec = 1.12, Samples/sec = 286.3
Step 157000 (15.7%): Train Loss = 0.304783, Val Loss = 0.333406, Gnorm = 0.287844, Samples = 40192256, LR = 1.88e-04, Steps/sec = 1.09, Samples/sec = 278.4
Step 157500 (15.8%): Train Loss = 0.294925, Val Loss = 0.288487, Gnorm = 0.312557, Samples = 40320256, LR = 1.88e-04, Steps/sec = 1.12, Samples/sec = 286.2
Step 158000 (15.8%): Train Loss = 0.277202, Val Loss = 0.295534, Gnorm = 0.275060, Samples = 40448256, LR = 1.88e-04, Steps/sec = 1.09, Samples/sec = 279.3
Step 158500 (15.9%): Train Loss = 0.288884, Val Loss = 0.301230, Gnorm = 0.269982, Samples = 40576256, LR = 1.88e-04, Steps/sec = 1.12, Samples/sec = 287.2
Step 159000 (15.9%): Train Loss = 0.331950, Val Loss = 0.283415, Gnorm = 0.223168, Samples = 40704256, LR = 1.88e-04, Steps/sec = 1.12, Samples/sec = 286.6
Step 159500 (16.0%): Train Loss = 0.301731, Val Loss = 0.295585, Gnorm = 0.333482, Samples = 40832256, LR = 1.88e-04, Steps/sec = 1.09, Samples/sec = 279.6
Step 160000 (16.0%): Train Loss = 0.296308, Val Loss = 0.320482, Gnorm = 0.259821, Samples = 40960256, LR = 1.88e-04, Steps/sec = 1.12, Samples/sec = 286.4
Step 160500 (16.1%): Train Loss = 0.305704, Val Loss = 0.330063, Gnorm = 0.357509, Samples = 41088256, LR = 1.88e-04, Steps/sec = 1.09, Samples/sec = 279.5
Step 161000 (16.1%): Train Loss = 0.304062, Val Loss = 0.294394, Gnorm = 0.240593, Samples = 41216256, LR = 1.87e-04, Steps/sec = 1.12, Samples/sec = 287.7
Step 161500 (16.2%): Train Loss = 0.279529, Val Loss = 0.317214, Gnorm = 0.325393, Samples = 41344256, LR = 1.87e-04, Steps/sec = 1.09, Samples/sec = 278.1
Step 162000 (16.2%): Train Loss = 0.293341, Val Loss = 0.257046, Gnorm = 0.322956, Samples = 41472256, LR = 1.87e-04, Steps/sec = 1.12, Samples/sec = 287.5
Step 162500 (16.3%): Train Loss = 0.292459, Val Loss = 0.302334, Gnorm = 0.398864, Samples = 41600256, LR = 1.87e-04, Steps/sec = 1.12, Samples/sec = 286.9
Step 163000 (16.3%): Train Loss = 0.300942, Val Loss = 0.315341, Gnorm = 0.373060, Samples = 41728256, LR = 1.87e-04, Steps/sec = 1.09, Samples/sec = 278.6
Step 163500 (16.4%): Train Loss = 0.297803, Val Loss = 0.319208, Gnorm = 0.245144, Samples = 41856256, LR = 1.87e-04, Steps/sec = 1.12, Samples/sec = 286.3
Step 164000 (16.4%): Train Loss = 0.312458, Val Loss = 0.302122, Gnorm = 0.366428, Samples = 41984256, LR = 1.87e-04, Steps/sec = 1.09, Samples/sec = 278.5
Step 164500 (16.5%): Train Loss = 0.319322, Val Loss = 0.289894, Gnorm = 0.337669, Samples = 42112256, LR = 1.87e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 165000 (16.5%): Train Loss = 0.297756, Val Loss = 0.309116, Gnorm = 0.237671, Samples = 42240256, LR = 1.87e-04, Steps/sec = 1.09, Samples/sec = 277.8
Step 165500 (16.6%): Train Loss = 0.281193, Val Loss = 0.303049, Gnorm = 0.335247, Samples = 42368256, LR = 1.87e-04, Steps/sec = 1.12, Samples/sec = 286.2
Step 166000 (16.6%): Train Loss = 0.296940, Val Loss = 0.326500, Gnorm = 0.270142, Samples = 42496256, LR = 1.87e-04, Steps/sec = 1.12, Samples/sec = 286.9
Step 166500 (16.7%): Train Loss = 0.302402, Val Loss = 0.330025, Gnorm = 0.306396, Samples = 42624256, LR = 1.87e-04, Steps/sec = 1.09, Samples/sec = 279.0
Step 167000 (16.7%): Train Loss = 0.314941, Val Loss = 0.317004, Gnorm = 0.243832, Samples = 42752256, LR = 1.87e-04, Steps/sec = 1.12, Samples/sec = 287.1
Step 167500 (16.8%): Train Loss = 0.325340, Val Loss = 0.330370, Gnorm = 0.312487, Samples = 42880256, LR = 1.86e-04, Steps/sec = 1.08, Samples/sec = 277.4
Step 168000 (16.8%): Train Loss = 0.301887, Val Loss = 0.310614, Gnorm = 0.316175, Samples = 43008256, LR = 1.86e-04, Steps/sec = 1.12, Samples/sec = 286.7
Step 168500 (16.9%): Train Loss = 0.297554, Val Loss = 0.317618, Gnorm = 0.343844, Samples = 43136256, LR = 1.86e-04, Steps/sec = 1.09, Samples/sec = 278.4
Step 169000 (16.9%): Train Loss = 0.313064, Val Loss = 0.296240, Gnorm = 0.289854, Samples = 43264256, LR = 1.86e-04, Steps/sec = 1.12, Samples/sec = 286.9
Step 169500 (17.0%): Train Loss = 0.281668, Val Loss = 0.324700, Gnorm = 0.320216, Samples = 43392256, LR = 1.86e-04, Steps/sec = 1.12, Samples/sec = 286.3
Step 170000 (17.0%): Train Loss = 0.305544, Val Loss = 0.290753, Gnorm = 0.359611, Samples = 43520256, LR = 1.86e-04, Steps/sec = 1.09, Samples/sec = 280.1
Step 170500 (17.1%): Train Loss = 0.282742, Val Loss = 0.321199, Gnorm = 0.206676, Samples = 43648256, LR = 1.86e-04, Steps/sec = 1.12, Samples/sec = 287.7
Step 171000 (17.1%): Train Loss = 0.307473, Val Loss = 0.268442, Gnorm = 0.308347, Samples = 43776256, LR = 1.86e-04, Steps/sec = 1.09, Samples/sec = 278.6
Step 171500 (17.2%): Train Loss = 0.301809, Val Loss = 0.309926, Gnorm = 0.408813, Samples = 43904256, LR = 1.86e-04, Steps/sec = 1.12, Samples/sec = 286.9
Step 172000 (17.2%): Train Loss = 0.302062, Val Loss = 0.294973, Gnorm = 0.249211, Samples = 44032256, LR = 1.86e-04, Steps/sec = 1.09, Samples/sec = 278.1
Step 172500 (17.3%): Train Loss = 0.306776, Val Loss = 0.281832, Gnorm = 0.346252, Samples = 44160256, LR = 1.86e-04, Steps/sec = 1.12, Samples/sec = 287.0
Step 173000 (17.3%): Train Loss = 0.287309, Val Loss = 0.325215, Gnorm = 0.302393, Samples = 44288256, LR = 1.86e-04, Steps/sec = 1.12, Samples/sec = 286.4
Step 173500 (17.4%): Train Loss = 0.320658, Val Loss = 0.277618, Gnorm = 0.282969, Samples = 44416256, LR = 1.86e-04, Steps/sec = 1.09, Samples/sec = 278.7
Step 174000 (17.4%): Train Loss = 0.312487, Val Loss = 0.284628, Gnorm = 0.220784, Samples = 44544256, LR = 1.85e-04, Steps/sec = 1.12, Samples/sec = 286.8
Step 174500 (17.5%): Train Loss = 0.330490, Val Loss = 0.294039, Gnorm = 0.365404, Samples = 44672256, LR = 1.85e-04, Steps/sec = 1.09, Samples/sec = 278.5
Step 175000 (17.5%): Train Loss = 0.315480, Val Loss = 0.307899, Gnorm = 0.245959, Samples = 44800256, LR = 1.85e-04, Steps/sec = 1.12, Samples/sec = 287.5
Step 175500 (17.6%): Train Loss = 0.291306, Val Loss = 0.314678, Gnorm = 0.361122, Samples = 44928256, LR = 1.85e-04, Steps/sec = 1.04, Samples/sec = 266.1
Step 176000 (17.6%): Train Loss = 0.308389, Val Loss = 0.295975, Gnorm = 0.227087, Samples = 45056256, LR = 1.85e-04, Steps/sec = 1.13, Samples/sec = 288.7
Step 176500 (17.7%): Train Loss = 0.296215, Val Loss = 0.278658, Gnorm = 0.320184, Samples = 45184256, LR = 1.85e-04, Steps/sec = 1.12, Samples/sec = 285.5
Step 177000 (17.7%): Train Loss = 0.287180, Val Loss = 0.268368, Gnorm = 0.409552, Samples = 45312256, LR = 1.85e-04, Steps/sec = 1.09, Samples/sec = 279.3
Step 177500 (17.8%): Train Loss = 0.292945, Val Loss = 0.257820, Gnorm = 0.354219, Samples = 45440256, LR = 1.85e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 178000 (17.8%): Train Loss = 0.305332, Val Loss = 0.280698, Gnorm = 0.287955, Samples = 45568256, LR = 1.85e-04, Steps/sec = 1.09, Samples/sec = 278.5
Step 178500 (17.9%): Train Loss = 0.304992, Val Loss = 0.277500, Gnorm = 0.324215, Samples = 45696256, LR = 1.85e-04, Steps/sec = 1.12, Samples/sec = 287.9
Step 179000 (17.9%): Train Loss = 0.300002, Val Loss = 0.278505, Gnorm = 0.458890, Samples = 45824256, LR = 1.85e-04, Steps/sec = 1.12, Samples/sec = 286.7
Step 179500 (18.0%): Train Loss = 0.304011, Val Loss = 0.322787, Gnorm = 0.293527, Samples = 45952256, LR = 1.85e-04, Steps/sec = 1.09, Samples/sec = 278.9
Step 180000 (18.0%): Train Loss = 0.325977, Val Loss = 0.264950, Gnorm = 0.313250, Samples = 46080256, LR = 1.84e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 180500 (18.1%): Train Loss = 0.306007, Val Loss = 0.277965, Gnorm = 0.255910, Samples = 46208256, LR = 1.84e-04, Steps/sec = 1.09, Samples/sec = 278.3
Step 181000 (18.1%): Train Loss = 0.292945, Val Loss = 0.274956, Gnorm = 0.374982, Samples = 46336256, LR = 1.84e-04, Steps/sec = 1.12, Samples/sec = 287.0
Step 181500 (18.2%): Train Loss = 0.300390, Val Loss = 0.305410, Gnorm = 0.265492, Samples = 46464256, LR = 1.84e-04, Steps/sec = 1.09, Samples/sec = 278.8
Step 182000 (18.2%): Train Loss = 0.310132, Val Loss = 0.280790, Gnorm = 0.320997, Samples = 46592256, LR = 1.84e-04, Steps/sec = 1.12, Samples/sec = 287.8
Step 182500 (18.3%): Train Loss = 0.324345, Val Loss = 0.309374, Gnorm = 0.454360, Samples = 46720256, LR = 1.84e-04, Steps/sec = 1.12, Samples/sec = 287.1
Step 183000 (18.3%): Train Loss = 0.329065, Val Loss = 0.289961, Gnorm = 0.299559, Samples = 46848256, LR = 1.84e-04, Steps/sec = 1.09, Samples/sec = 278.9
Step 183500 (18.4%): Train Loss = 0.279047, Val Loss = 0.301300, Gnorm = 0.523474, Samples = 46976256, LR = 1.84e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 184000 (18.4%): Train Loss = 0.298555, Val Loss = 0.280148, Gnorm = 0.325509, Samples = 47104256, LR = 1.84e-04, Steps/sec = 1.09, Samples/sec = 279.8
Step 184500 (18.5%): Train Loss = 0.293972, Val Loss = 0.301669, Gnorm = 0.335066, Samples = 47232256, LR = 1.84e-04, Steps/sec = 1.12, Samples/sec = 287.9
Step 185000 (18.5%): Train Loss = 0.313766, Val Loss = 0.271124, Gnorm = 0.938125, Samples = 47360256, LR = 1.84e-04, Steps/sec = 1.08, Samples/sec = 277.4
Step 185500 (18.6%): Train Loss = 0.311839, Val Loss = 0.304891, Gnorm = 0.228947, Samples = 47488256, LR = 1.83e-04, Steps/sec = 1.12, Samples/sec = 286.5
Step 186000 (18.6%): Train Loss = 0.312950, Val Loss = 0.264255, Gnorm = 0.304501, Samples = 47616256, LR = 1.83e-04, Steps/sec = 1.12, Samples/sec = 287.2
Step 186500 (18.7%): Train Loss = 0.310755, Val Loss = 0.282882, Gnorm = 0.371585, Samples = 47744256, LR = 1.83e-04, Steps/sec = 1.09, Samples/sec = 277.9
Step 187000 (18.7%): Train Loss = 0.281866, Val Loss = 0.283630, Gnorm = 0.304434, Samples = 47872256, LR = 1.83e-04, Steps/sec = 1.12, Samples/sec = 287.8
Step 187500 (18.8%): Train Loss = 0.286009, Val Loss = 0.323917, Gnorm = 0.336714, Samples = 48000256, LR = 1.83e-04, Steps/sec = 1.09, Samples/sec = 279.1
Step 188000 (18.8%): Train Loss = 0.285542, Val Loss = 0.292808, Gnorm = 0.277984, Samples = 48128256, LR = 1.83e-04, Steps/sec = 1.12, Samples/sec = 287.7
Step 188500 (18.9%): Train Loss = 0.309550, Val Loss = 0.269440, Gnorm = 0.528621, Samples = 48256256, LR = 1.83e-04, Steps/sec = 1.09, Samples/sec = 279.2
Step 189000 (18.9%): Train Loss = 0.331061, Val Loss = 0.321028, Gnorm = 0.258805, Samples = 48384256, LR = 1.83e-04, Steps/sec = 1.13, Samples/sec = 288.7
Step 189500 (19.0%): Train Loss = 0.298055, Val Loss = 0.292239, Gnorm = 0.286478, Samples = 48512256, LR = 1.83e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 190000 (19.0%): Train Loss = 0.298386, Val Loss = 0.290320, Gnorm = 0.255636, Samples = 48640256, LR = 1.83e-04, Steps/sec = 1.09, Samples/sec = 280.0
Step 190500 (19.1%): Train Loss = 0.310615, Val Loss = 0.275334, Gnorm = 0.325232, Samples = 48768256, LR = 1.83e-04, Steps/sec = 1.13, Samples/sec = 289.4
Step 191000 (19.1%): Train Loss = 0.294966, Val Loss = 0.271380, Gnorm = 0.380515, Samples = 48896256, LR = 1.83e-04, Steps/sec = 1.09, Samples/sec = 279.1
Step 191500 (19.2%): Train Loss = 0.296782, Val Loss = 0.316121, Gnorm = 0.392850, Samples = 49024256, LR = 1.82e-04, Steps/sec = 1.13, Samples/sec = 288.8
Step 192000 (19.2%): Train Loss = 0.330824, Val Loss = 0.270607, Gnorm = 0.386766, Samples = 49152256, LR = 1.82e-04, Steps/sec = 1.09, Samples/sec = 278.6
Step 192500 (19.3%): Train Loss = 0.287304, Val Loss = 0.288928, Gnorm = 0.366721, Samples = 49280256, LR = 1.82e-04, Steps/sec = 1.13, Samples/sec = 288.9
Step 193000 (19.3%): Train Loss = 0.290362, Val Loss = 0.271271, Gnorm = 0.393163, Samples = 49408256, LR = 1.82e-04, Steps/sec = 1.13, Samples/sec = 288.7
Step 193500 (19.4%): Train Loss = 0.293626, Val Loss = 0.325463, Gnorm = 0.295880, Samples = 49536256, LR = 1.82e-04, Steps/sec = 1.09, Samples/sec = 279.3
Step 194000 (19.4%): Train Loss = 0.296878, Val Loss = 0.271680, Gnorm = 0.397193, Samples = 49664256, LR = 1.82e-04, Steps/sec = 1.12, Samples/sec = 287.7
Step 194500 (19.5%): Train Loss = 0.295305, Val Loss = 0.289057, Gnorm = 0.393377, Samples = 49792256, LR = 1.82e-04, Steps/sec = 1.09, Samples/sec = 279.1
Step 195000 (19.5%): Train Loss = 0.305145, Val Loss = 0.268093, Gnorm = 0.673943, Samples = 49920256, LR = 1.82e-04, Steps/sec = 1.12, Samples/sec = 288.0
Step 195500 (19.6%): Train Loss = 0.309172, Val Loss = 0.270775, Gnorm = 0.345150, Samples = 50048256, LR = 1.82e-04, Steps/sec = 1.12, Samples/sec = 286.8
Step 196000 (19.6%): Train Loss = 0.263553, Val Loss = 0.291273, Gnorm = 0.576605, Samples = 50176256, LR = 1.82e-04, Steps/sec = 1.10, Samples/sec = 280.4
Step 196500 (19.7%): Train Loss = 0.295010, Val Loss = 0.299851, Gnorm = 0.311535, Samples = 50304256, LR = 1.82e-04, Steps/sec = 1.13, Samples/sec = 288.3
Step 197000 (19.7%): Train Loss = 0.293475, Val Loss = 0.301985, Gnorm = 0.555538, Samples = 50432256, LR = 1.81e-04, Steps/sec = 1.09, Samples/sec = 279.5
Step 197500 (19.8%): Train Loss = 0.314369, Val Loss = 0.264124, Gnorm = 0.251428, Samples = 50560256, LR = 1.81e-04, Steps/sec = 1.12, Samples/sec = 287.5
Step 198000 (19.8%): Train Loss = 0.291270, Val Loss = 0.274855, Gnorm = 0.286825, Samples = 50688256, LR = 1.81e-04, Steps/sec = 1.09, Samples/sec = 280.2
Step 198500 (19.9%): Train Loss = 0.287985, Val Loss = 0.291922, Gnorm = 0.451754, Samples = 50816256, LR = 1.81e-04, Steps/sec = 1.13, Samples/sec = 288.9
Step 199000 (19.9%): Train Loss = 0.294613, Val Loss = 0.279856, Gnorm = 0.303435, Samples = 50944256, LR = 1.81e-04, Steps/sec = 1.13, Samples/sec = 288.5
Step 199500 (20.0%): Train Loss = 0.292658, Val Loss = 0.275461, Gnorm = 0.302670, Samples = 51072256, LR = 1.81e-04, Steps/sec = 1.09, Samples/sec = 279.5
Step 200000 (20.0%): Train Loss = 0.303266, Val Loss = 0.288117, Gnorm = 0.417263, Samples = 51200256, LR = 1.81e-04, Steps/sec = 1.12, Samples/sec = 286.6
Step 200500 (20.1%): Train Loss = 0.309455, Val Loss = 0.270862, Gnorm = 0.328189, Samples = 51328256, LR = 1.81e-04, Steps/sec = 1.09, Samples/sec = 279.3
Step 201000 (20.1%): Train Loss = 0.281185, Val Loss = 0.276580, Gnorm = 0.453152, Samples = 51456256, LR = 1.81e-04, Steps/sec = 1.12, Samples/sec = 287.5
Step 201500 (20.2%): Train Loss = 0.313778, Val Loss = 0.267451, Gnorm = 0.441743, Samples = 51584256, LR = 1.81e-04, Steps/sec = 1.09, Samples/sec = 279.1
Step 202000 (20.2%): Train Loss = 0.297558, Val Loss = 0.314848, Gnorm = 0.276895, Samples = 51712256, LR = 1.81e-04, Steps/sec = 1.13, Samples/sec = 289.1
Step 202500 (20.3%): Train Loss = 0.312425, Val Loss = 0.321447, Gnorm = 0.633100, Samples = 51840256, LR = 1.80e-04, Steps/sec = 1.12, Samples/sec = 286.6
Step 203000 (20.3%): Train Loss = 0.285708, Val Loss = 0.249213, Gnorm = 0.233165, Samples = 51968256, LR = 1.80e-04, Steps/sec = 1.09, Samples/sec = 279.3
Step 203500 (20.4%): Train Loss = 0.281767, Val Loss = 0.288705, Gnorm = 0.361534, Samples = 52096256, LR = 1.80e-04, Steps/sec = 1.12, Samples/sec = 287.8
Step 204000 (20.4%): Train Loss = 0.320396, Val Loss = 0.282733, Gnorm = 0.327296, Samples = 52224256, LR = 1.80e-04, Steps/sec = 1.09, Samples/sec = 278.7
Step 204500 (20.5%): Train Loss = 0.281664, Val Loss = 0.305577, Gnorm = 0.425895, Samples = 52352256, LR = 1.80e-04, Steps/sec = 1.13, Samples/sec = 288.3
Step 205000 (20.5%): Train Loss = 0.285834, Val Loss = 0.325266, Gnorm = 0.312776, Samples = 52480256, LR = 1.80e-04, Steps/sec = 1.10, Samples/sec = 280.7
Step 205500 (20.6%): Train Loss = 0.289783, Val Loss = 0.302711, Gnorm = 0.330661, Samples = 52608256, LR = 1.80e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 206000 (20.6%): Train Loss = 0.304977, Val Loss = 0.287627, Gnorm = 0.397876, Samples = 52736256, LR = 1.80e-04, Steps/sec = 1.13, Samples/sec = 288.4
Step 206500 (20.7%): Train Loss = 0.309487, Val Loss = 0.297598, Gnorm = 0.301584, Samples = 52864256, LR = 1.80e-04, Steps/sec = 1.09, Samples/sec = 279.5
Step 207000 (20.7%): Train Loss = 0.309727, Val Loss = 0.307089, Gnorm = 0.614895, Samples = 52992256, LR = 1.80e-04, Steps/sec = 1.13, Samples/sec = 289.1
Step 207500 (20.8%): Train Loss = 0.323141, Val Loss = 0.313129, Gnorm = 0.349238, Samples = 53120256, LR = 1.79e-04, Steps/sec = 1.09, Samples/sec = 279.8
Step 208000 (20.8%): Train Loss = 0.317585, Val Loss = 0.285183, Gnorm = 0.275504, Samples = 53248256, LR = 1.79e-04, Steps/sec = 1.12, Samples/sec = 287.5
Step 208500 (20.9%): Train Loss = 0.287524, Val Loss = 0.278990, Gnorm = 0.478052, Samples = 53376256, LR = 1.79e-04, Steps/sec = 1.09, Samples/sec = 279.0
Step 209000 (20.9%): Train Loss = 0.303136, Val Loss = 0.291003, Gnorm = 0.287349, Samples = 53504256, LR = 1.79e-04, Steps/sec = 1.13, Samples/sec = 288.9
Step 209500 (21.0%): Train Loss = 0.308889, Val Loss = 0.283159, Gnorm = 0.195124, Samples = 53632256, LR = 1.79e-04, Steps/sec = 1.12, Samples/sec = 287.5
Step 210000 (21.0%): Train Loss = 0.297424, Val Loss = 0.256910, Gnorm = 0.374241, Samples = 53760256, LR = 1.79e-04, Steps/sec = 1.09, Samples/sec = 278.7
Step 210500 (21.1%): Train Loss = 0.313939, Val Loss = 0.286969, Gnorm = 0.405341, Samples = 53888256, LR = 1.79e-04, Steps/sec = 1.12, Samples/sec = 286.0
Step 211000 (21.1%): Train Loss = 0.299240, Val Loss = 0.290274, Gnorm = 0.322267, Samples = 54016256, LR = 1.79e-04, Steps/sec = 1.09, Samples/sec = 278.7
Step 211500 (21.2%): Train Loss = 0.284271, Val Loss = 0.288678, Gnorm = 0.473996, Samples = 54144256, LR = 1.79e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 212000 (21.2%): Train Loss = 0.312608, Val Loss = 0.287220, Gnorm = 0.395593, Samples = 54272256, LR = 1.79e-04, Steps/sec = 1.12, Samples/sec = 287.1
Step 212500 (21.3%): Train Loss = 0.300113, Val Loss = 0.308125, Gnorm = 0.670637, Samples = 54400256, LR = 1.79e-04, Steps/sec = 1.09, Samples/sec = 279.1
Step 213000 (21.3%): Train Loss = 0.267384, Val Loss = 0.291737, Gnorm = 0.385567, Samples = 54528256, LR = 1.78e-04, Steps/sec = 1.12, Samples/sec = 288.0
Step 213500 (21.4%): Train Loss = 0.298616, Val Loss = 0.318056, Gnorm = 0.301949, Samples = 54656256, LR = 1.78e-04, Steps/sec = 1.09, Samples/sec = 279.3
Step 214000 (21.4%): Train Loss = 0.320958, Val Loss = 0.329071, Gnorm = 0.323872, Samples = 54784256, LR = 1.78e-04, Steps/sec = 1.12, Samples/sec = 287.3
Step 214500 (21.5%): Train Loss = 0.304399, Val Loss = 0.314855, Gnorm = 0.306425, Samples = 54912256, LR = 1.78e-04, Steps/sec = 1.09, Samples/sec = 279.2
Step 215000 (21.5%): Train Loss = 0.309867, Val Loss = 0.293754, Gnorm = 0.330231, Samples = 55040256, LR = 1.78e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 215500 (21.6%): Train Loss = 0.279651, Val Loss = 0.280328, Gnorm = 0.334273, Samples = 55168256, LR = 1.78e-04, Steps/sec = 1.12, Samples/sec = 287.3
Step 216000 (21.6%): Train Loss = 0.283664, Val Loss = 0.283703, Gnorm = 0.314754, Samples = 55296256, LR = 1.78e-04, Steps/sec = 1.09, Samples/sec = 280.2
Step 216500 (21.7%): Train Loss = 0.297527, Val Loss = 0.302999, Gnorm = 0.311150, Samples = 55424256, LR = 1.78e-04, Steps/sec = 1.13, Samples/sec = 289.1
Step 217000 (21.7%): Train Loss = 0.294113, Val Loss = 0.306909, Gnorm = 0.370646, Samples = 55552256, LR = 1.78e-04, Steps/sec = 1.09, Samples/sec = 279.8
Step 217500 (21.8%): Train Loss = 0.291248, Val Loss = 0.317552, Gnorm = 0.239196, Samples = 55680256, LR = 1.78e-04, Steps/sec = 1.12, Samples/sec = 286.8
Step 218000 (21.8%): Train Loss = 0.281568, Val Loss = 0.286438, Gnorm = 0.327782, Samples = 55808256, LR = 1.77e-04, Steps/sec = 1.09, Samples/sec = 278.7
Step 218500 (21.9%): Train Loss = 0.297316, Val Loss = 0.306527, Gnorm = 0.308132, Samples = 55936256, LR = 1.77e-04, Steps/sec = 1.12, Samples/sec = 287.6
Step 219000 (21.9%): Train Loss = 0.312584, Val Loss = 0.309504, Gnorm = 0.229874, Samples = 56064256, LR = 1.77e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 219500 (22.0%): Train Loss = 0.286601, Val Loss = 0.263110, Gnorm = 0.246084, Samples = 56192256, LR = 1.77e-04, Steps/sec = 1.09, Samples/sec = 280.0
Step 220000 (22.0%): Train Loss = 0.295842, Val Loss = 0.274700, Gnorm = 0.324692, Samples = 56320256, LR = 1.77e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 220500 (22.1%): Train Loss = 0.297873, Val Loss = 0.324711, Gnorm = 0.380053, Samples = 56448256, LR = 1.77e-04, Steps/sec = 1.09, Samples/sec = 278.7
Step 221000 (22.1%): Train Loss = 0.313800, Val Loss = 0.303783, Gnorm = 0.576960, Samples = 56576256, LR = 1.77e-04, Steps/sec = 1.12, Samples/sec = 287.8
Step 221500 (22.2%): Train Loss = 0.299668, Val Loss = 0.287157, Gnorm = 0.329810, Samples = 56704256, LR = 1.77e-04, Steps/sec = 1.09, Samples/sec = 279.0
Step 222000 (22.2%): Train Loss = 0.305821, Val Loss = 0.266849, Gnorm = 0.312823, Samples = 56832256, LR = 1.77e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 222500 (22.3%): Train Loss = 0.297851, Val Loss = 0.299070, Gnorm = 0.335347, Samples = 56960256, LR = 1.77e-04, Steps/sec = 1.12, Samples/sec = 286.8
Step 223000 (22.3%): Train Loss = 0.281007, Val Loss = 0.285691, Gnorm = 0.407860, Samples = 57088256, LR = 1.76e-04, Steps/sec = 1.09, Samples/sec = 279.0
Step 223500 (22.4%): Train Loss = 0.287340, Val Loss = 0.301796, Gnorm = 0.309428, Samples = 57216256, LR = 1.76e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 224000 (22.4%): Train Loss = 0.307214, Val Loss = 0.267629, Gnorm = 0.504144, Samples = 57344256, LR = 1.76e-04, Steps/sec = 1.09, Samples/sec = 278.0
